AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID
108,10.603110578019562,1145.1359424261127,Premium,Bank transfer,Yes,Movies,No,TV,22.147396490193973,176.14363458153298,47.0,Comedy,2.7103462964752043,3.0,Female,11.0,Yes,Yes,P67NHGQ2KD
71,5.747440313528548,408.0682622605269,Premium,Bank transfer,No,Both,Yes,Mobile,3.896592521896971,63.81555792280725,36.0,Sci-Fi,4.037457838272022,2.0,Male,15.0,Yes,No,OJBWXOMKQA
119,15.16244220072742,1804.3306218865628,Basic,Mailed check,Yes,TV Shows,Yes,Computer,32.707531542190665,149.54877976426903,19.0,Sci-Fi,1.7155802110542906,9.0,Male,16.0,Yes,Yes,H17O12JZCE
44,5.270617436969748,231.9071672266689,Standard,Electronic check,No,Both,No,Tablet,37.68992690439711,79.81322264416538,30.0,Comedy,2.104265210405765,8.0,Male,7.0,No,Yes,9E2CBHT8FR
33,10.045231591667674,331.49264252503326,Standard,Bank transfer,Yes,TV Shows,No,Computer,18.178802818214848,168.81805929872678,24.0,Action,4.558691437203652,7.0,Male,1.0,No,No,WP9U73RTSH
34,12.526393251318243,425.89737054482026,Standard,Mailed check,Yes,TV Shows,Yes,Mobile,29.457667880297752,96.89572870579455,45.0,Comedy,2.1120683207893145,7.0,Male,17.0,Yes,Yes,O5GXLNUMWA
101,9.605041057774535,970.109146835228,Premium,Credit card,Yes,TV Shows,No,Computer,26.51179312018897,10.543509434225635,6.0,Sci-Fi,2.9664605196669256,2.0,Male,23.0,Yes,No,6M29VEQSMK
110,5.65795435469388,622.3749790163267,Premium,Credit card,No,Movies,Yes,Tablet,37.600146164528205,79.77844159591265,23.0,Action,2.3133215843130923,8.0,Male,18.0,Yes,No,6VDC8F22UY
29,9.885872439428471,286.69030074342567,Premium,Bank transfer,No,TV Shows,No,Mobile,4.254395213850079,87.75457795178602,38.0,Sci-Fi,3.6418737474327463,6.0,Female,9.0,No,Yes,X5I3OUJDN5
45,17.8755162649802,804.3982319241089,Basic,Electronic check,No,Movies,No,Mobile,34.664086687509574,49.77568403847022,35.0,Fantasy,3.7743762514983112,0.0,Male,9.0,No,No,0X3UCSTLUK
99,9.09644314480541,900.5478713357355,Premium,Bank transfer,No,TV Shows,Yes,Mobile,17.4273528548341,152.6359761478032,30.0,Action,3.9800278056773095,8.0,Female,23.0,No,No,RP5VQA42KW
73,12.111700881861186,884.1541643758666,Standard,Credit card,Yes,TV Shows,Yes,Mobile,20.29158083772444,153.4714220277442,47.0,Sci-Fi,1.8061118811485488,6.0,Male,10.0,No,No,ANVQ5O80WN
71,13.305649078760636,944.7010845920051,Standard,Electronic check,No,Movies,Yes,Computer,8.218753406383208,138.898526660362,44.0,Sci-Fi,1.637157694359047,3.0,Female,5.0,No,No,OR5A43PIDX
7,16.150967755518735,113.05677428863116,Standard,Credit card,No,TV Shows,Yes,Computer,17.25095007478297,158.2167627668732,25.0,Comedy,1.739154197353063,4.0,Male,14.0,Yes,Yes,R1BJX75C4W
94,17.977511700362257,1689.8860998340522,Basic,Bank transfer,No,Both,No,TV,2.519399195125789,110.47887437321218,3.0,Action,4.884507174187058,4.0,Female,6.0,No,Yes,KTEEJNPCX6
85,8.83421854486627,750.9085763136329,Basic,Bank transfer,Yes,Movies,Yes,Mobile,1.3376951216922637,148.03611641892496,21.0,Drama,4.98390053444316,1.0,Male,23.0,Yes,Yes,AGIFIHWNRG
51,18.46317168724994,941.6217560497468,Basic,Bank transfer,Yes,TV Shows,Yes,Mobile,36.52423467681323,83.11965050813163,32.0,Drama,2.3637191512490072,2.0,Female,12.0,No,No,U09NEHFXIH
58,17.250721264226183,1000.5418333251184,Standard,Credit card,No,TV Shows,Yes,Mobile,11.928730804886778,154.24890340836237,8.0,Drama,3.208803303223552,0.0,Male,9.0,Yes,Yes,S1VXTS4ELW
8,19.62045256984972,156.96362055879774,Standard,Bank transfer,No,Both,Yes,Mobile,39.83903088204959,68.25213590799414,20.0,Action,3.6663611739904143,4.0,Female,6.0,No,Yes,BI9FIZ8LG5
101,16.1151062242531,1627.6257286495631,Standard,Electronic check,No,Both,No,Mobile,5.219296302091202,105.94578283037276,22.0,Drama,2.0054923845270234,0.0,Male,10.0,No,No,XXKF6QB4UI
24,6.91804703748244,166.03312889957857,Premium,Mailed check,No,Both,Yes,Mobile,37.03612069525632,153.85419807898347,24.0,Comedy,3.3532429988853,6.0,Female,21.0,Yes,Yes,WH1NYN62A5
58,16.612866919534852,963.5462813330214,Premium,Bank transfer,No,TV Shows,Yes,TV,21.177873652432552,100.78906284017434,20.0,Action,1.372551641067662,6.0,Female,11.0,Yes,Yes,ZV9S4VJ2TT
30,9.49795753338848,284.9387260016544,Standard,Mailed check,No,Movies,No,TV,31.0539788086344,44.6303565266609,16.0,Fantasy,3.890065184183269,7.0,Female,2.0,No,Yes,1EQKRAX7I5
21,17.044505947483476,357.934624897153,Premium,Credit card,No,TV Shows,Yes,Computer,25.76500375199557,101.9483726059862,42.0,Fantasy,2.98959201124154,3.0,Male,17.0,Yes,Yes,U56RDIOZO8
117,8.595729696128904,1005.7003744470818,Basic,Credit card,Yes,Movies,Yes,Mobile,12.39495334975139,27.41598995271205,23.0,Action,1.411451832429758,5.0,Female,16.0,No,No,AAFQ88TJY5
107,8.362965779638515,894.8373384213211,Basic,Credit card,Yes,Movies,No,TV,29.375855510183214,42.57197368769827,7.0,Sci-Fi,2.700315376804291,5.0,Male,1.0,No,No,YS922O8Z55
36,17.23440669921189,620.438641171628,Standard,Electronic check,No,Movies,Yes,Tablet,1.854193254864316,55.17573690726825,9.0,Sci-Fi,2.107054181489423,1.0,Male,8.0,Yes,Yes,DZ72CX7VNJ
20,5.521268454906619,110.42536909813238,Basic,Mailed check,No,TV Shows,Yes,Computer,11.225687835035169,139.09970826929705,20.0,Fantasy,2.7504160408085787,2.0,Male,1.0,No,No,DX6YUWMKCV
111,16.65840670206137,1849.083143928812,Standard,Mailed check,No,Both,Yes,Computer,2.6745922670514,118.9904502020982,4.0,Drama,1.5163236275705705,9.0,Male,11.0,Yes,No,LXDLP36ZRX
44,19.6903795981858,866.3767023201751,Standard,Mailed check,No,Movies,No,TV,15.650767115574933,179.0268017654889,19.0,Fantasy,2.247967533181447,6.0,Male,18.0,No,No,NCYGFD9GVM
17,16.089998112844974,273.52996791836455,Basic,Electronic check,Yes,Movies,No,TV,25.570069392133806,132.60828503948736,38.0,Action,4.312391104210569,0.0,Female,13.0,No,No,6U4GEZBZ4J
11,18.653136378587284,205.18450016446013,Basic,Mailed check,No,TV Shows,Yes,Computer,23.83354713759279,146.83609501605784,31.0,Comedy,3.8381123450688617,8.0,Female,24.0,No,No,Z906655XMU
11,5.388971328754056,59.27868461629461,Standard,Bank transfer,No,Movies,No,TV,33.58485820105932,43.16983145488961,11.0,Sci-Fi,4.277069427907099,5.0,Male,2.0,Yes,No,LMIUJR5WWH
74,12.748648007077122,943.399952523707,Premium,Credit card,No,Movies,Yes,TV,38.91966386483946,58.96668251365607,24.0,Action,4.648644855497052,5.0,Male,21.0,No,No,MQEMVJ7Y3C
59,12.319692756584477,726.8618726384841,Standard,Mailed check,Yes,Movies,Yes,TV,23.68463609111234,71.18858385299923,0.0,Comedy,2.0787401299890758,7.0,Female,2.0,Yes,Yes,ULMTX3MT1O
6,9.322507126585808,55.93504275951484,Premium,Bank transfer,No,Movies,Yes,Mobile,10.36855640757494,45.101954034608895,5.0,Action,1.777903017241202,1.0,Female,7.0,Yes,No,OAXK53QBG0
20,9.738722953837986,194.7744590767597,Standard,Mailed check,Yes,Movies,No,Tablet,26.071199881952428,46.8898344817831,23.0,Fantasy,2.2850399420374266,1.0,Male,21.0,Yes,No,SLKKMUV8TX
70,19.007766524083124,1330.5436566858186,Basic,Mailed check,Yes,Both,No,Computer,16.10686645569127,64.24767707568128,43.0,Action,2.858719241611121,6.0,Male,13.0,No,Yes,L4X2IF0E1T
78,8.485057080561774,661.8344522838183,Standard,Electronic check,No,TV Shows,Yes,Tablet,32.95131943335618,175.27585085794115,36.0,Fantasy,2.472443411886746,1.0,Female,8.0,No,No,NH49SIU11I
70,8.790109824984976,615.3076877489483,Basic,Credit card,Yes,TV Shows,Yes,Mobile,16.446751316820862,48.72045111145708,35.0,Fantasy,1.746319780457887,7.0,Male,9.0,Yes,No,6HE5LH2LLI
68,6.243515120364819,424.5590281848077,Basic,Mailed check,No,Both,Yes,Tablet,1.540389642155371,166.66518591886788,40.0,Sci-Fi,3.9338092136608473,9.0,Male,1.0,No,No,Y24NBJHNK9
49,8.411406200401613,412.15890381967904,Basic,Bank transfer,Yes,Movies,Yes,TV,27.330043331002532,150.36109723447123,14.0,Sci-Fi,4.558991050828968,7.0,Male,4.0,Yes,No,NZNCXTPT6J
3,14.528190074744144,43.58457022423244,Standard,Mailed check,No,Both,Yes,Tablet,4.223757557006647,124.54705728364152,18.0,Fantasy,3.518079690365901,6.0,Female,23.0,Yes,Yes,AK2SPBSCP4
63,7.864443850422949,495.4599625766458,Premium,Mailed check,Yes,Movies,No,Computer,30.153713190077745,87.60497241942277,2.0,Action,4.20050911208391,5.0,Male,8.0,Yes,No,0BF2BX9MT6
113,5.399638553602351,610.1591565570657,Standard,Electronic check,No,TV Shows,Yes,TV,18.221622209986293,120.67582470407734,33.0,Action,2.513235665489761,1.0,Male,4.0,Yes,No,XJPTOAGWAR
109,9.043465754235232,985.7377672116404,Standard,Electronic check,Yes,Both,Yes,Tablet,10.741668209732948,110.22616668085038,17.0,Sci-Fi,3.529133943787373,3.0,Male,15.0,No,Yes,3BY2S7S9N6
53,17.529131201975993,929.0439537047276,Standard,Electronic check,No,Both,Yes,Computer,35.72067082384936,55.32274112888168,43.0,Comedy,3.8102168522393054,3.0,Male,17.0,No,No,03DJQ0JHS5
88,14.7511574207297,1298.1018530242136,Standard,Mailed check,No,TV Shows,No,Computer,11.03650980434206,119.7328130425086,24.0,Action,3.968618012886328,2.0,Female,22.0,No,Yes,FY4AMKZJFT
114,6.661531307289372,759.4145690309883,Basic,Mailed check,Yes,Both,Yes,TV,14.716837139021772,45.76468255784125,27.0,Fantasy,3.2759801864991407,4.0,Female,13.0,Yes,Yes,1NGNNQYMMG
38,11.462505397287948,435.57520509694206,Basic,Electronic check,No,Movies,No,TV,14.523044345161493,143.86216272434552,37.0,Comedy,3.487014041395872,1.0,Male,23.0,No,No,HFD5CDNVNE
22,12.608297228950914,277.3825390369201,Premium,Mailed check,No,Movies,No,TV,39.65298818781657,48.24993700514512,41.0,Drama,3.759771871480335,0.0,Female,19.0,No,Yes,N4GR7K21DO
15,18.140983089416377,272.1147463412457,Premium,Credit card,No,Both,Yes,Mobile,25.690483752015027,34.58142567062141,43.0,Sci-Fi,2.6111178873770844,9.0,Male,4.0,Yes,No,WD9MT8LR2G
32,10.32173916679936,330.29565333757955,Premium,Bank transfer,Yes,Movies,No,Mobile,21.866724550601205,31.379167843146465,2.0,Sci-Fi,2.273314703343841,6.0,Female,16.0,Yes,Yes,0FYWC3UPNP
38,9.592192925271783,364.50333116032783,Premium,Electronic check,No,TV Shows,Yes,TV,30.03613136932722,160.87988199661214,10.0,Drama,1.6266476110623524,0.0,Male,14.0,Yes,Yes,WQK5OX8PL3
17,10.67157106004894,181.416708020832,Basic,Mailed check,Yes,Both,No,Mobile,32.68280591710364,148.3405756897704,15.0,Sci-Fi,3.3744266970390924,0.0,Male,3.0,No,No,03D1E4WV94
116,15.148866325551255,1757.2684937639458,Standard,Mailed check,Yes,Movies,Yes,Mobile,9.058438907836951,33.61803888488794,45.0,Sci-Fi,1.069119905395807,4.0,Male,17.0,No,Yes,YU8PJY0MYQ
16,9.28739521077978,148.5983233724765,Standard,Credit card,No,Both,Yes,Mobile,18.917883966570425,11.097626701899678,45.0,Action,4.246825376893106,5.0,Female,22.0,No,No,RYA4U5XCBB
27,8.871742042546172,239.53703514874664,Basic,Electronic check,No,Movies,Yes,Tablet,34.62370904771825,10.880484605436235,16.0,Comedy,3.1364961892791654,2.0,Male,24.0,Yes,No,P5R7L0NM7L
73,12.615797323937356,920.953204647427,Premium,Mailed check,No,Both,Yes,Computer,7.250075702812959,21.909683377655,21.0,Comedy,1.4913702292896276,5.0,Male,0.0,Yes,Yes,CJZD9AUCI3
70,4.992517453531667,349.4762217472167,Basic,Mailed check,No,TV Shows,No,Computer,20.23299211571633,147.9960689891885,42.0,Fantasy,2.2825188432332952,4.0,Male,4.0,Yes,No,AWNFC4QEX7
113,12.148776088738554,1372.8116980274567,Basic,Electronic check,No,Both,Yes,Computer,38.03697052308785,171.06640440840658,19.0,Fantasy,2.2660416434681525,1.0,Male,14.0,Yes,Yes,VCLBHL8DBB
78,15.175752295965326,1183.7086790852954,Premium,Mailed check,No,Both,No,TV,2.056146377724751,41.61573458493656,9.0,Comedy,4.305998051344625,8.0,Male,23.0,Yes,Yes,U99V9HPO3Y
42,8.985558944390911,377.3934756644183,Premium,Credit card,Yes,Both,Yes,Tablet,36.99316834723444,174.4493298037469,32.0,Fantasy,1.897541488860603,3.0,Male,14.0,No,Yes,TJY2EOHRPO
28,16.730063879977095,468.44178863935866,Standard,Credit card,No,TV Shows,No,TV,32.297983552142924,66.28151454560391,31.0,Sci-Fi,3.586547589086923,9.0,Female,4.0,Yes,Yes,FMM4YPXH35
2,12.175235522681476,24.35047104536295,Premium,Credit card,Yes,Movies,No,Computer,11.480320795541404,30.34294516211365,4.0,Sci-Fi,1.6092658131870348,3.0,Male,14.0,No,No,XB6TF5BK5E
69,19.70626963009293,1359.732604476412,Premium,Credit card,No,Both,Yes,TV,22.09499929530192,38.46760602767319,10.0,Action,2.551095438009986,3.0,Male,3.0,No,Yes,B8O4ANGO83
68,19.12087496579749,1300.2194976742294,Basic,Mailed check,No,Both,No,Mobile,7.908140840601394,55.63160249023884,10.0,Sci-Fi,1.333527738774503,4.0,Female,10.0,Yes,Yes,T6KKSOWNIN
104,7.077356399422947,736.0450655399865,Standard,Bank transfer,Yes,Both,No,Mobile,12.295140360266412,77.00941781559209,3.0,Action,1.171634754973239,3.0,Female,3.0,No,Yes,BQ6O6IJH9L
51,17.845733459598655,910.1324064395316,Standard,Mailed check,Yes,Movies,Yes,TV,5.093115170907603,109.033324521601,11.0,Fantasy,1.3414731131568458,0.0,Male,14.0,No,Yes,RKCJA4T3PC
52,9.670082574193886,502.8442938580821,Basic,Mailed check,Yes,Movies,No,Mobile,11.43441206697079,146.94049920671097,17.0,Sci-Fi,3.300221004954868,8.0,Female,5.0,Yes,Yes,5Y28YPF7MX
100,10.065250557124342,1006.5250557124342,Basic,Bank transfer,Yes,Movies,No,Computer,12.797273849963942,63.74961715523747,16.0,Drama,2.7771490215904397,0.0,Female,4.0,Yes,Yes,EGZW2VLE6W
20,11.585826057646454,231.7165211529291,Standard,Electronic check,No,TV Shows,Yes,TV,28.84394907789139,103.07388754994643,18.0,Fantasy,3.5493267359238203,7.0,Female,24.0,No,Yes,UOU4CGS4TK
99,17.619794760749997,1744.3596813142497,Standard,Credit card,Yes,TV Shows,Yes,Mobile,8.586075333981135,25.80776828421121,20.0,Fantasy,3.0837194291764023,2.0,Male,9.0,Yes,No,3BR8SXNPFN
84,9.825292283259184,825.3245517937714,Standard,Credit card,Yes,Both,No,Mobile,30.044030587381087,57.06062235806986,22.0,Comedy,2.199992735944646,0.0,Male,15.0,Yes,No,IFIQ162MJU
56,18.8900897102413,1057.8450237735128,Basic,Credit card,No,Both,Yes,Tablet,10.775158763159771,119.0718514505318,29.0,Sci-Fi,3.7481724955429474,8.0,Male,4.0,No,Yes,TRXJDKE8ZN
16,18.02078017965456,288.332482874473,Premium,Credit card,Yes,Both,Yes,Tablet,29.17973860321812,98.20030608005268,38.0,Sci-Fi,1.792103970848394,6.0,Female,21.0,No,No,WHY2GGNBUX
9,7.164807616041099,64.48326854436989,Standard,Mailed check,Yes,Movies,No,Computer,38.68961847548513,170.69073327744053,42.0,Fantasy,3.8016778264241298,8.0,Female,6.0,Yes,No,0MW9MIORPU
63,14.901409792849169,938.7888169494976,Basic,Bank transfer,Yes,TV Shows,No,Tablet,27.64207164125657,140.5576092708191,10.0,Comedy,3.247845375075556,0.0,Male,9.0,No,No,XS70WJKCH4
53,6.7158986137119845,355.9426265267352,Standard,Mailed check,No,Movies,No,Mobile,5.256987016990949,51.99023313214607,36.0,Sci-Fi,3.9429516974694425,8.0,Female,16.0,No,Yes,1TW91HGQDW
83,12.517606149632057,1038.9613104194607,Premium,Bank transfer,Yes,Both,Yes,Tablet,19.21496763362011,81.45138291643865,8.0,Comedy,4.357351075899347,4.0,Female,2.0,Yes,Yes,IYU6TGOZM9
